ID;Short Name;Long Name;Route Type;Color;Route URL;Shape;geo_point_2d
L6;L6;Barcelona Pl. Catalunya - Sarrià;Subway;797FBC;http://www.fgc.cat/cat/barcelona-valles.asp?linia=L6;"{""coordinates"": [[[2.17006, 41.38575], [2.16973, 41.385601], [2.16945, 41.385551], [2.16781, 41.3857], [2.16759, 41.38575], [2.16729, 41.385891], [2.1665, 41.386581], [2.16563, 41.387131], [2.1642, 41.388161], [2.15615, 41.394291], [2.15584, 41.394711], [2.15571, 41.39502], [2.15564, 41.39537], [2.15539, 41.39587], [2.15473, 41.396931], [2.15347, 41.3983], [2.1501, 41.40097], [2.14955, 41.401112], [2.14898, 41.401192], [2.14772, 41.401211], [2.147436, 41.401188], [2.147208, 41.401154], [2.146701, 41.401039], [2.146454, 41.400955], [2.146159, 41.400795], [2.144453, 41.399734], [2.143195, 41.398949], [2.14305, 41.398846], [2.142106, 41.398441], [2.14124, 41.398129], [2.140346, 41.397964], [2.140177, 41.39793], [2.139936, 41.397896], [2.139185, 41.397869], [2.138767, 41.397877], [2.137399, 41.397861], [2.136178, 41.397858], [2.135336, 41.397858], [2.133118, 41.397842], [2.132348, 41.397842], [2.13028, 41.39785], [2.127705, 41.397846], [2.127255, 41.397884], [2.126938, 41.397934], [2.12656, 41.398048], [2.126353, 41.39814], [2.15156, 41.4002], [2.1512, 41.400471], [2.15078, 41.4007], [2.125574, 41.398499]], [[2.17006, 41.38575], [2.16973, 41.385601], [2.16945, 41.385551], [2.16781, 41.3857], [2.16759, 41.38575], [2.16729, 41.385891], [2.1665, 41.386581], [2.16563, 41.387131], [2.1642, 41.388161], [2.15615, 41.394291], [2.15584, 41.394711], [2.15571, 41.39502], [2.15564, 41.39537], [2.15539, 41.39587], [2.15473, 41.396931], [2.15347, 41.3983], [2.15156, 41.4002], [2.1512, 41.400471], [2.15078, 41.4007], [2.1501, 41.40097], [2.14955, 41.401112], [2.14898, 41.401192], [2.14772, 41.401211], [2.147436, 41.401188], [2.147208, 41.401154], [2.146701, 41.401039], [2.146454, 41.400955], [2.146159, 41.400795], [2.144453, 41.399734], [2.143195, 41.398949], [2.14305, 41.398846], [2.142106, 41.398441], [2.14124, 41.398129], [2.140346, 41.397964], [2.140177, 41.39793], [2.139936, 41.397896], [2.139185, 41.397869], [2.138767, 41.397877], [2.137399, 41.397861], [2.136178, 41.397858], [2.135336, 41.397858], [2.133118, 41.397842], [2.132348, 41.397842], [2.13028, 41.39785], [2.127705, 41.397846], [2.127255, 41.397884], [2.126938, 41.397934], [2.12656, 41.398048], [2.126353, 41.39814], [2.124784, 41.399376], [2.124529, 41.399574], [2.124194, 41.399673], [2.124098, 41.399719], [2.123969, 41.399704], [2.123827, 41.399727], [2.123027, 41.399899], [2.122751, 41.399948], [2.122453, 41.400036], [2.121938, 41.400002], [2.12148, 41.400017], [2.121244, 41.400009], [2.121088, 41.39999], [2.120584, 41.399895], [2.120332, 41.399826], [2.120144, 41.399742], [2.119844, 41.399578], [2.118768, 41.398926]]], ""type"": ""MultiLineString""}";41.39693917693169, 2.1445400757808044
S3;S3;Barcelona Pl. Espanya - Can Ros;Rail;4F868E;http://www.fgc.cat/cat/llobregat-anoia.asp?linia=S33;"{""coordinates"": [[[2.1484709, 41.3745221], [2.1446568, 41.3716237], [2.1372163, 41.3660157], [2.1316266, 41.361752], [2.1258652, 41.3574196], [2.1195191, 41.353546], [2.1192616, 41.3534614], [2.1188861, 41.3534332], [2.118457, 41.3534735], [2.1180975, 41.3535862], [2.1178079, 41.3537594], [2.1175772, 41.3540131], [2.1171373, 41.3545688], [2.1162629, 41.3558694], [2.1134037, 41.36021], [2.1128297, 41.3610555], [2.1126473, 41.3611642], [2.1123093, 41.3612689], [2.1120304, 41.3612729], [2.1117944, 41.3612447], [2.104091, 41.358394], [2.1026802, 41.3578666], [2.0965594, 41.3560908], [2.0878637, 41.3535661], [2.0828533, 41.3528775], [2.0817053, 41.3526279], [2.0772636, 41.352056], [2.076754, 41.3519473], [2.0728111, 41.3513554], [2.0724571, 41.3513594], [2.0708317, 41.3515164], [2.0698822, 41.3516372], [2.0667976, 41.3520158], [2.0648611, 41.3522614], [2.0645928, 41.3523258], [2.0641047, 41.352346], [2.0625114, 41.3522171], [2.059958, 41.351903], [2.0578068, 41.3516413], [2.0557898, 41.351299], [2.0544595, 41.3511258], [2.0534295, 41.3510171], [2.0519489, 41.3508238], [2.0514446, 41.3506748], [2.0489395, 41.3495754], [2.0467454, 41.348625], [2.0458442, 41.3482666], [2.045356, 41.3481619], [2.0442992, 41.3481539], [2.0437413, 41.3482143], [2.0432961, 41.3483552], [2.0421642, 41.3488707], [2.0407212, 41.3495513], [2.0389616, 41.3504332], [2.03798, 41.3512386], [2.0371914, 41.3519554], [2.0367193, 41.3526077], [2.0365155, 41.3531513], [2.0364189, 41.3536869], [2.0363009, 41.3554828], [2.0360756, 41.3562962], [2.0352763, 41.357629], [2.0339942, 41.3596302], [2.0334041, 41.3605965], [2.0331466, 41.3612125], [2.0328301, 41.3624365], [2.0326746, 41.3628069], [2.0322669, 41.3634229], [2.0309472, 41.3648683], [2.030223, 41.3656292], [2.0297509, 41.3660842], [2.0288444, 41.3667203], [2.0279431, 41.3673523], [2.0261621, 41.3686084], [2.0245367, 41.3697115], [2.0240325, 41.3701382], [2.0233887, 41.3707823], [2.0229006, 41.3715311], [2.022391, 41.3726865], [2.021538, 41.3748321], [2.0209962, 41.3757298], [2.0178151, 41.3797631], [2.0171016, 41.3808982], [2.0151383, 41.3841021], [2.0135397, 41.3866981], [2.0132285, 41.3871891], [2.0123702, 41.388151], [2.0097256, 41.3912419], [2.0091999, 41.3918415], [2.008996, 41.3922359], [2.0088619, 41.3927309], [2.0087975, 41.3934351], [2.0087385, 41.3940267], [2.0086741, 41.3943044], [2.0084918, 41.3947028], [2.0069361, 41.3968517], [2.0054448, 41.3987953]], [[2.0054448, 41.3987953], [2.0069361, 41.3968517], [2.0084918, 41.3947028], [2.0086741, 41.3943044], [2.0087385, 41.3940267], [2.0087975, 41.3934351], [2.0088619, 41.3927309], [2.008996, 41.3922359], [2.0091999, 41.3918415], [2.0097256, 41.3912419], [2.0123702, 41.388151], [2.0132285, 41.3871891], [2.0135397, 41.3866981], [2.0151383, 41.3841021], [2.0171016, 41.3808982], [2.0178151, 41.3797631], [2.0209962, 41.3757298], [2.021538, 41.3748321], [2.022391, 41.3726865], [2.0229006, 41.3715311], [2.0233887, 41.3707823], [2.0240325, 41.3701382], [2.0245367, 41.3697115], [2.0261621, 41.3686084], [2.0279431, 41.3673523], [2.0288444, 41.3667203], [2.0297509, 41.3660842], [2.030223, 41.3656292], [2.0309472, 41.3648683], [2.0322669, 41.3634229], [2.0326746, 41.3628069], [2.0328301, 41.3624365], [2.0331466, 41.3612125], [2.0334041, 41.3605965], [2.0339942, 41.3596302], [2.0352763, 41.357629], [2.0360756, 41.3562962], [2.0363009, 41.3554828], [2.0364189, 41.3536869], [2.0365155, 41.3531513], [2.0367193, 41.3526077], [2.0371914, 41.3519554], [2.03798, 41.3512386], [2.0389616, 41.3504332], [2.0407212, 41.3495513], [2.0421642, 41.3488707], [2.0432961, 41.3483552], [2.0437413, 41.3482143], [2.0442992, 41.3481539], [2.045356, 41.3481619], [2.0458442, 41.3482666], [2.0467454, 41.348625], [2.0489395, 41.3495754], [2.0514446, 41.3506748], [2.0519489, 41.3508238], [2.0534295, 41.3510171], [2.0544595, 41.3511258], [2.0557898, 41.351299], [2.0578068, 41.3516413], [2.059958, 41.351903], [2.0625114, 41.3522171], [2.0641047, 41.352346], [2.0645928, 41.3523258], [2.0648611, 41.3522614], [2.0667976, 41.3520158], [2.0698822, 41.3516372], [2.0708317, 41.3515164], [2.0724571, 41.3513594], [2.0728111, 41.3513554], [2.076754, 41.3519473], [2.0772636, 41.352056], [2.0817053, 41.3526279], [2.0828533, 41.3528775], [2.0878637, 41.3535661], [2.0965594, 41.3560908], [2.1026802, 41.3578666], [2.104091, 41.358394], [2.1117944, 41.3612447], [2.1120304, 41.3612729], [2.1123093, 41.3612689], [2.1126473, 41.3611642], [2.1128297, 41.3610555], [2.1134037, 41.36021], [2.1162629, 41.3558694], [2.1171373, 41.3545688], [2.1175772, 41.3540131], [2.1178079, 41.3537594], [2.1180975, 41.3535862], [2.118457, 41.3534735], [2.1188861, 41.3534332], [2.1192616, 41.3534614], [2.1195191, 41.353546], [2.1258652, 41.3574196], [2.1316266, 41.361752], [2.1372163, 41.3660157], [2.1446568, 41.3716237], [2.1484709, 41.3745221]]], ""type"": ""MultiLineString""}";41.362533463858384, 2.0719707059874413
S4;S4;Barcelona Pl. Espanya - Olesa de Montserrat;Rail;A78600;http://www.fgc.cat/cat/llobregat-anoia.asp?linia=S4;"{""coordinates"": [[[2.1484709, 41.3745221], [2.1446568, 41.3716237], [2.1372163, 41.3660157], [2.1316266, 41.361752], [2.1258652, 41.3574196], [2.1195191, 41.353546], [2.1192616, 41.3534614], [2.1188861, 41.3534332], [2.118457, 41.3534735], [2.1180975, 41.3535862], [2.1178079, 41.3537594], [2.1175772, 41.3540131], [2.1171373, 41.3545688], [2.1162629, 41.3558694], [2.1134037, 41.36021], [2.1128297, 41.3610555], [2.1126473, 41.3611642], [2.1123093, 41.3612689], [2.1120304, 41.3612729], [2.1117944, 41.3612447], [2.104091, 41.358394], [2.1026802, 41.3578666], [2.0965594, 41.3560908], [2.0878637, 41.3535661], [2.0828533, 41.3528775], [2.0817053, 41.3526279], [2.0772636, 41.352056], [2.076754, 41.3519473], [2.0728111, 41.3513554], [2.0724571, 41.3513594], [2.0708317, 41.3515164], [2.0698822, 41.3516372], [2.0667976, 41.3520158], [2.0648611, 41.3522614], [2.0645928, 41.3523258], [2.0641047, 41.352346], [2.0625114, 41.3522171], [2.059958, 41.351903], [2.0578068, 41.3516413], [2.0557898, 41.351299], [2.0544595, 41.3511258], [2.0534295, 41.3510171], [2.0519489, 41.3508238], [2.0514446, 41.3506748], [2.0489395, 41.3495754], [2.0467454, 41.348625], [2.0458442, 41.3482666], [2.045356, 41.3481619], [2.0442992, 41.3481539], [2.0437413, 41.3482143], [2.0432961, 41.3483552], [2.0421642, 41.3488707], [2.0407212, 41.3495513], [2.0389616, 41.3504332], [2.03798, 41.3512386], [2.0371914, 41.3519554], [2.0367193, 41.3526077], [2.0365155, 41.3531513], [2.0364189, 41.3536869], [2.0363009, 41.3554828], [2.0360756, 41.3562962], [2.0352763, 41.357629], [2.0339942, 41.3596302], [2.0334041, 41.3605965], [2.0331466, 41.3612125], [2.0328301, 41.3624365], [2.0326746, 41.3628069], [2.0322669, 41.3634229], [2.0309472, 41.3648683], [2.030223, 41.3656292], [2.0297509, 41.3660842], [2.0288444, 41.3667203], [2.0279431, 41.3673523], [2.0261621, 41.3686084], [2.0245367, 41.3697115], [2.0240325, 41.3701382], [2.0233887, 41.3707823], [2.0229006, 41.3715311], [2.022391, 41.3726865], [2.021538, 41.3748321], [2.0209962, 41.3757298], [2.0178151, 41.3797631], [2.0171016, 41.3808982], [2.0151383, 41.3841021], [2.0135397, 41.3866981], [2.0132285, 41.3871891], [2.0123702, 41.388151], [2.0097256, 41.3912419], [2.0091999, 41.3918415], [2.008996, 41.3922359], [2.0088619, 41.3927309], [2.0087975, 41.3934351], [2.0087385, 41.3940267], [2.0086741, 41.3943044], [2.0084918, 41.3947028], [2.0069361, 41.3968517], [2.0054448, 41.3987953], [2.0052087, 41.3990649], [2.0047367, 41.3997369], [2.0042539, 41.4006503], [2.0038086, 41.4016684], [2.0032829, 41.4028192], [2.0026606, 41.4041671], [2.0021027, 41.4054386], [2.0017272, 41.4063036], [2.00086889298, 41.408347515519], [2.0006114009293, 41.410858063855], [1.9994526867013, 41.413111037452], [1.9981223111061, 41.414848992268], [1.9959336286754, 41.419740763572], [1.9953328138904, 41.421800346529], [1.9946032530802, 41.42823612227], [1.9934445385989, 41.432644260747], [1.992457485738, 41.43557212874], [1.9888955119351, 41.438725069814], [1.9815999038325, 41.442263902681], [1.9791108140093, 41.444033246749], [1.9753771783648, 41.445545193602], [1.9660216338568, 41.452782748298], [1.9627600678816, 41.455484561733], [1.9584685329906, 41.459054642836], [1.9549494749647, 41.460887851234], [1.9538765914202, 41.462463725804], [1.9534474380024, 41.463910923818], [1.9508296021538, 41.466805222952], [1.94834051207, 41.468188009247], [1.9438773165249, 41.469570765954], [1.9392424596127, 41.47429764172], [1.9387274745131, 41.475423037764], [1.9392853739563, 41.476805640151], [1.9400149347665, 41.478734803497], [1.9395857813487, 41.480181638322], [1.938555813146, 41.480824665654], [1.9368391994748, 41.480921119204], [1.9326334959804, 41.479956577249], [1.9244883916084, 41.479153433833], [1.9222997091776, 41.479828623077], [1.9210766219369, 41.480986073985], [1.9205187224938, 41.481805922538], [1.9202397727722, 41.482625760719], [1.918909397177, 41.483734937042], [1.917579023331, 41.484819924681], [1.9169782085461, 41.486202326604], [1.9138133109771, 41.49362325539], [1.9115540427948, 41.498832103783], [1.9109746856808, 41.499748152044], [1.9099554462195, 41.501323081971], [1.9096335811562, 41.502423903073], [1.9096550388135, 41.503275620458], [1.9098910731872, 41.505212030531], [1.9101914805796, 41.506184231159], [1.9105348033139, 41.506923415256], [1.9106635493417, 41.507357280305], [1.9105777186581, 41.508586548672], [1.9100090903795, 41.509855964712], [1.9096228522586, 41.510699550282], [1.9089469356256, 41.512153705194], [1.9079598827432, 41.51492534651], [1.9076594753095, 41.515656397386], [1.906972829841, 41.517086341044], [1.9068226261448, 41.517640636549], [1.9067904396385, 41.518098529256], [1.9067904396004, 41.519046437261], [1.9068333549422, 41.522460397414], [1.906844083777, 41.524002645141], [1.9068548126124, 41.526123175632], [1.9068548125946, 41.526733618526], [1.906768981911, 41.527496664007], [1.9065544052021, 41.527970550881], [1.9060286921959, 41.529086982599], [1.90552443693, 41.530171268254], [1.9052776737147, 41.530653167156], [1.9047734184488, 41.531392071834], [1.9040760441449, 41.5321149052], [1.9034645005246, 41.532612852376], [1.9010826988523, 41.534540353761], [1.9000527304412, 41.535407710666], [1.8983361167701, 41.53674887846], [1.896984283504, 41.537471651966], [1.8945381088117, 41.538242601503], [1.8925747319253, 41.538844899409], [1.8917915269378, 41.539174153226], [1.8909439489377, 41.539639924056], [1.8902787608137, 41.540033417563], [1.8887230796742, 41.540940852471], [1.8884977741299, 41.541117519734]], [[1.8884977741299, 41.541117519734], [1.8887230796742, 41.540940852471], [1.8902787608137, 41.540033417563], [1.8909439489377, 41.539639924056], [1.8917915269378, 41.539174153226], [1.8925747319253, 41.538844899409], [1.8945381088117, 41.538242601503], [1.896984283504, 41.537471651966], [1.8983361167701, 41.53674887846], [1.9000527304412, 41.535407710666], [1.9010826988523, 41.534540353761], [1.9034645005246, 41.532612852376], [1.9040760441449, 41.5321149052], [1.9047734184488, 41.531392071834], [1.9052776737147, 41.530653167156], [1.90552443693, 41.530171268254], [1.9060286921959, 41.529086982599], [1.9065544052021, 41.527970550881], [1.906768981911, 41.527496664007], [1.9068548125946, 41.526733618526], [1.9068548126124, 41.526123175632], [1.906844083777, 41.524002645141], [1.9068333549422, 41.522460397414], [1.9067904396004, 41.519046437261], [1.9067904396385, 41.518098529256], [1.9068226261448, 41.517640636549], [1.906972829841, 41.517086341044], [1.9076594753095, 41.515656397386], [1.9079598827432, 41.51492534651], [1.9089469356256, 41.512153705194], [1.9096228522586, 41.510699550282], [1.9100090903795, 41.509855964712], [1.9105777186581, 41.508586548672], [1.9106635493417, 41.507357280305], [1.9105348033139, 41.506923415256], [1.9101914805796, 41.506184231159], [1.9098910731872, 41.505212030531], [1.9096550388135, 41.503275620458], [1.9096335811562, 41.502423903073], [1.9099554462195, 41.501323081971], [1.9109746856808, 41.499748152044], [1.9115540427948, 41.498832103783], [1.9138133109771, 41.49362325539], [1.9169782085461, 41.486202326604], [1.917579023331, 41.484819924681], [1.918909397177, 41.483734937042], [1.9202397727722, 41.482625760719], [1.9205187224938, 41.481805922538], [1.9210766219369, 41.480986073985], [1.9222997091776, 41.479828623077], [1.9244883916084, 41.479153433833], [1.9326334959804, 41.479956577249], [1.9368391994748, 41.480921119204], [1.938555813146, 41.480824665654], [1.9395857813487, 41.480181638322], [1.9400149347665, 41.478734803497], [1.9392853739563, 41.476805640151], [1.9387274745131, 41.475423037764], [1.9392424596127, 41.47429764172], [1.9438773165249, 41.469570765954], [1.94834051207, 41.468188009247], [1.9508296021538, 41.466805222952], [1.9534474380024, 41.463910923818], [1.9538765914202, 41.462463725804], [1.9549494749647, 41.460887851234], [1.9584685329906, 41.459054642836], [1.9627600678816, 41.455484561733], [1.9660216338568, 41.452782748298], [1.9753771783648, 41.445545193602], [1.9791108140093, 41.444033246749], [1.9815999038325, 41.442263902681], [1.9888955119351, 41.438725069814], [1.992457485738, 41.43557212874], [1.9934445385989, 41.432644260747], [1.9946032530802, 41.42823612227], [1.9953328138904, 41.421800346529], [1.9959336286754, 41.419740763572], [1.9981223111061, 41.414848992268], [1.9994526867013, 41.413111037452], [2.0006114009293, 41.410858063855], [2.00086889298, 41.408347515519], [2.0017272, 41.4063036], [2.0021027, 41.4054386], [2.0026606, 41.4041671], [2.0032829, 41.4028192], [2.0038086, 41.4016684], [2.0042539, 41.4006503], [2.0047367, 41.3997369], [2.0052087, 41.3990649], [2.0054448, 41.3987953], [2.0069361, 41.3968517], [2.0084918, 41.3947028], [2.0086741, 41.3943044], [2.0087385, 41.3940267], [2.0087975, 41.3934351], [2.0088619, 41.3927309], [2.008996, 41.3922359], [2.0091999, 41.3918415], [2.0097256, 41.3912419], [2.0123702, 41.388151], [2.0132285, 41.3871891], [2.0135397, 41.3866981], [2.0151383, 41.3841021], [2.0171016, 41.3808982], [2.0178151, 41.3797631], [2.0209962, 41.3757298], [2.021538, 41.3748321], [2.022391, 41.3726865], [2.0229006, 41.3715311], [2.0233887, 41.3707823], [2.0240325, 41.3701382], [2.0245367, 41.3697115], [2.0261621, 41.3686084], [2.0279431, 41.3673523], [2.0288444, 41.3667203], [2.0297509, 41.3660842], [2.030223, 41.3656292], [2.0309472, 41.3648683], [2.0322669, 41.3634229], [2.0326746, 41.3628069], [2.0328301, 41.3624365], [2.0331466, 41.3612125], [2.0334041, 41.3605965], [2.0339942, 41.3596302], [2.0352763, 41.357629], [2.0360756, 41.3562962], [2.0363009, 41.3554828], [2.0364189, 41.3536869], [2.0365155, 41.3531513], [2.0367193, 41.3526077], [2.0371914, 41.3519554], [2.03798, 41.3512386], [2.0389616, 41.3504332], [2.0407212, 41.3495513], [2.0421642, 41.3488707], [2.0432961, 41.3483552], [2.0437413, 41.3482143], [2.0442992, 41.3481539], [2.045356, 41.3481619], [2.0458442, 41.3482666], [2.0467454, 41.348625], [2.0489395, 41.3495754], [2.0514446, 41.3506748], [2.0519489, 41.3508238], [2.0534295, 41.3510171], [2.0544595, 41.3511258], [2.0557898, 41.351299], [2.0578068, 41.3516413], [2.059958, 41.351903], [2.0625114, 41.3522171], [2.0641047, 41.352346], [2.0645928, 41.3523258], [2.0648611, 41.3522614], [2.0667976, 41.3520158], [2.0698822, 41.3516372], [2.0708317, 41.3515164], [2.0724571, 41.3513594], [2.0728111, 41.3513554], [2.076754, 41.3519473], [2.0772636, 41.352056], [2.0817053, 41.3526279], [2.0828533, 41.3528775], [2.0878637, 41.3535661], [2.0965594, 41.3560908], [2.1026802, 41.3578666], [2.104091, 41.358394], [2.1117944, 41.3612447], [2.1120304, 41.3612729], [2.1123093, 41.3612689], [2.1126473, 41.3611642], [2.1128297, 41.3610555], [2.1134037, 41.36021], [2.1162629, 41.3558694], [2.1171373, 41.3545688], [2.1175772, 41.3540131], [2.1178079, 41.3537594], [2.1180975, 41.3535862], [2.118457, 41.3534735], [2.1188861, 41.3534332], [2.1192616, 41.3534614], [2.1195191, 41.353546], [2.1258652, 41.3574196], [2.1316266, 41.361752], [2.1372163, 41.3660157], [2.1446568, 41.3716237], [2.1484709, 41.3745221]]], ""type"": ""MultiLineString""}";41.420330860066684, 2.005555023216946
